laureate_id,laureate_name,prize_year,title,pub_year,paper_id,target_doi,journal,affiliation,is_prize_winning,field
20031,"hershko, a",2004,proposed role of atp in protein breakdown conjugation of protein with multiple chains of the polypeptide of atp dependent proteolysis,1980,1968229731,10.1073/pnas.77.4.1783,proceedings of the national academy of sciences of the united states of america,technion israel institute of technology,YES,chemistry
20031,"hershko, a",2004,atp dependent conjugation of reticulocyte proteins with the polypeptide required for protein degradation,1980,2034941135,10.1073/pnas.77.3.1365,proceedings of the national academy of sciences of the united states of america,technion israel institute of technology,YES,chemistry
20032,"rose, i",2004,proposed role of atp in protein breakdown conjugation of protein with multiple chains of the polypeptide of atp dependent proteolysis,1980,1968229731,10.1073/pnas.77.4.1783,proceedings of the national academy of sciences of the united states of america,fox chase cancer center,YES,chemistry
20034,"mackinnon, r",2003,the structure of the potassium channel molecular basis of k conduction and selectivity,1998,2143070723,10.1126/science.280.5360.69,science,howard hughes medical institute,YES,chemistry
20035,"wuthrich, k",2002,solution conformation of proteinase inhibitor iia from bull seminal plasma by 1h nuclear magnetic resonance and distance geometry,1985,1986379760,10.1016/0022-2836(85)90347-X,journal of molecular biology,scripps research institute,YES,chemistry
20036,"tanaka, k",2002,Protein and polymer analyses up to m/z 100 000 by laser ionization timeofflight mass spectrometry,1988,2110174460,10.1002/rcm.1290020802,rapid communications in mass spectrometry,,YES,chemistry
20037,"fenn, j",2002,electrospray ionization for mass spectrometry of large biomolecules,1989,2073292063,10.1126/science.2675315,science,virginia commonwealth university,YES,chemistry
20038,"noyori, r",2001,homogeneous catalysis in the decomposition of diazo compounds by copper chelates asymmetric carbenoid reactions,1968,1593167595,10.1016/S0040-4020(01)91998-2,tetrahedron,kyoto university,YES,chemistry
20039,"knowles, w",2001,catalytic asymmetric hydrogenation employing a soluble optically active rhodium complex,1968,1969082645,10.1039/C19680001445,chemical communications (london),,YES,chemistry
20040,"sharpless, k",2001,the first practical method for asymmetric epoxidation,1980,1968124833,10.1021/ja00538a077,journal of the american chemical society,scripps research institute,YES,chemistry
20041,"heeger, a",2000,synthesis of electrically conducting organic polymers halogen derivatives of polyacetylene ch x,1977,1999332606,10.1039/C39770000578,journal of the chemical society chemical communications,university of california santa barbara,YES,chemistry
20041,"heeger, a",2000,electrical conductivity in doped polyacetylene,1977,1993209440,10.1103/PhysRevLett.39.1098,physical review letters,university of california santa barbara,YES,chemistry
20042,shirakaw.h,2000,electrical conductivity in doped polyacetylene,1977,1993209440,10.1103/PhysRevLett.39.1098,physical review letters,university of pennsylvania,YES,chemistry
20042,shirakaw.h,2000,synthesis of electrically conducting organic polymers halogen derivatives of polyacetylene ch x,1977,1999332606,10.1039/C39770000578,journal of the chemical society chemical communications,university of pennsylvania,YES,chemistry
20043,"macdiarmid, a",2000,electrical conductivity in doped polyacetylene,1977,1993209440,10.1103/PhysRevLett.39.1098,physical review letters,university of pennsylvania,YES,chemistry
20043,"macdiarmid, a",2000,synthesis of electrically conducting organic polymers halogen derivatives of polyacetylene ch x,1977,1999332606,10.1039/C39770000578,journal of the chemical society chemical communications,university of pennsylvania,YES,chemistry
20044,"zewail, a",1999,femtosecond real time observation of wave packet oscillations resonance in dissociation reactions,1988,2003771289,10.1063/1.454408,journal of chemical physics,california institute of technology,YES,chemistry
20045,"pople, j",1998,the influence of polarization functions on molecular orbital hydrogenation energies,1973,2094642658,10.1007/BF00533485,theoretical chemistry accounts,carnegie mellon university,YES,chemistry
20046,"kohn, w",1998,inhomogeneous electron gas,1964,2030976617,10.1103/PhysRev.136.B864,physical review,university of california santa barbara,YES,chemistry
20046,"kohn, w",1998,self consistent equations including exchange and correlation effects,1965,2230728100,10.1103/PhysRev.140.A1133,physical review,university of california santa barbara,YES,chemistry
20047,"boyer, p",1997,spectrophotometric study of the reaction of protein sulfhydryl groups with organic mercurials,1954,2333363395,10.1021/ja01646a025,journal of the american chemical society,,YES,chemistry
20048,"walker, j",1997,structure at 2 8 a resolution of f1 atpase from bovine heart mitochondria,1994,2071950147,10.1038/370621a0,nature,university of cambridge,YES,chemistry
20049,"skou, j",1997,the influence of some cations on an adenosine triphosphatase from peripheral nerves,1957,2058236257,10.1016/0006-3002(57)90343-8,biochimica et biophysica acta,institute of biophysics,YES,chemistry
20053,"molina, m",1995,stratospheric sink for chlorofluoromethanes chlorine atomc atalysed destruction of ozone,1974,2058179313,10.1038/249810a0,nature,university of california san diego,YES,chemistry
20054,"crutzen, p",1995,the influence of nitrogen oxides on the atmospheric ozone content,1970,1971991115,10.1002/qj.49709640815,quarterly journal of the royal meteorological society,max planck society,YES,chemistry
20055,"rowland, f",1995,stratospheric sink for chlorofluoromethanes chlorine atomc atalysed destruction of ozone,1974,2058179313,10.1038/249810a0,nature,university of california irvine,YES,chemistry
20056,"olah, g",1994,stable carbonium ions ii 1aoxocarbonium1b acylium tetrafluoroborates hexafluorophosphates hexafluoroantimonates and hexafluoroarsenates structure and chemical reactivity of acyl fluoride lewis acid fluoride complexes1c,1962,2328964470,10.1021/ja00873a019,journal of the american chemical society,university of southern california,YES,chemistry
20057,"smith, m",1993,nucleotide sequence of bacteriophage phi x174 dna,1977,1532331378,10.1038/265687a0,nature,,YES,chemistry
20057,"smith, m",1993,oligonucleotide directed mutagenesis using m13 derived vectors an efficient and general procedure for the production of point mutations in any fragment of dna,1982,2084884863,10.1093/nar/10.20.6487,nucleic acids research,,YES,chemistry
20057,"smith, m",1993,the nucleotide sequence of bacteriophage x174,1978,1969094530,10.1016/0022-2836(78)90346-7,journal of molecular biology,,YES,chemistry
20058,"mullis, k",1993,primer directed enzymatic amplification of dna with a thermostable dna polymerase,1988,2032118018,10.1126/science.2448875,science,hoffmann la roche,YES,chemistry
20058,"mullis, k",1993,enzymatic amplification of beta globin genomic sequences and restriction site analysis for diagnosis of sickle cell anemia,1985,2050717506,10.1126/science.2999980,science,hoffmann la roche,YES,chemistry
20059,"marcus, r",1992,on the theory of oxidation reduction reactions involving electron transfer i,1956,2001270915,10.1063/1.1742723,journal of chemical physics,california institute of technology,YES,chemistry
20060,"ernst, r",1991,two dimensional spectroscopy application to nuclear magnetic resonance,1976,2010528272,10.1063/1.432450,journal of chemical physics,eth zurich,YES,chemistry
20060,"ernst, r",1991,application of fourier transform spectroscopy to magnetic resonance,1966,2070302549,10.1063/1.1719961,review of scientific instruments,eth zurich,YES,chemistry
20060,"ernst, r",1991,investigation of exchange processes by two dimensional nmr spectroscopy,1979,2074770586,10.1063/1.438208,journal of chemical physics,eth zurich,YES,chemistry
20061,"corey, e",1990,the stereochemistry of complex inorganic compounds xxii stereospecific effects in complex ions1,1959,2087651449,10.1021/ja01520a006,journal of the american chemical society,,YES,chemistry
20062,"cech, t",1989,self splicing rna autoexcision and autocyclization of the ribosomal rna intervening sequence of tetrahymena,1982,1968282235,10.1016/0092-8674(82)90414-7,cell,howard hughes medical institute,YES,chemistry
20063,"altman, s",1989,the rna moiety of ribonuclease p is the catalytic subunit of the enzyme,1983,2021333801,10.1016/0092-8674(83)90117-4,cell,yale university,YES,chemistry
20064,"deisenhofer, j",1988,x ray structure analysis of a membrane protein complex electron density map at 3 a resolution and a model of the chromophores of the photosynthetic reaction center from rhodopseudomonas viridis,1984,1916260872,10.1016/S0022-2836(84)80011-X,journal of molecular biology,university of texas southwestern medical center,YES,chemistry
20064,"deisenhofer, j",1988,structure of the protein subunits in the photosynthetic reaction centre of rhodopseudomonas viridis at 3a resolution,1985,2065510140,10.1038/318618a0,nature,university of texas southwestern medical center,YES,chemistry
20065,"huber, r",1988,x ray structure analysis of a membrane protein complex electron density map at 3 a resolution and a model of the chromophores of the photosynthetic reaction center from rhodopseudomonas viridis,1984,1916260872,10.1016/S0022-2836(84)80011-X,journal of molecular biology,max planck society,YES,chemistry
20065,"huber, r",1988,structure of the protein subunits in the photosynthetic reaction centre of rhodopseudomonas viridis at 3a resolution,1985,2065510140,10.1038/318618a0,nature,max planck society,YES,chemistry
20066,"michel, h",1988,three dimensional crystals of a membrane protein complex the photosynthetic reaction centre from rhodopseudomonas viridis,1982,1488248212,10.1016/0022-2836(82)90216-9,journal of molecular biology,institute of biophysics,YES,chemistry
20066,"michel, h",1988,x ray structure analysis of a membrane protein complex electron density map at 3 a resolution and a model of the chromophores of the photosynthetic reaction center from rhodopseudomonas viridis,1984,1916260872,10.1016/S0022-2836(84)80011-X,journal of molecular biology,institute of biophysics,YES,chemistry
20066,"michel, h",1988,structure of the protein subunits in the photosynthetic reaction centre of rhodopseudomonas viridis at 3a resolution,1985,2065510140,10.1038/318618a0,nature,institute of biophysics,YES,chemistry
20067,"cram, d",1987,studies in stereochemistry x the rule of steric control of asymmetric induction in the syntheses of acyclic systems,1952,2327841955,10.1021/ja01143a007,journal of the american chemical society,university of california los angeles,YES,chemistry
20068,"lehn, j",1987,diaza polyoxa macrocycles et macrobicycles,1969,2092320578,10.1016/S0040-4039(01)88299-X,tetrahedron letters,,YES,chemistry
20069,"pedersen, c",1987,cyclic polyethers and their complexes with metal salts,1967,2045288781,10.1021/ja00986a052,journal of the american chemical society,,YES,chemistry
20070,"polanyi, j",1986,concepts in reaction dynamics,1972,1992840343,10.1021/ar50053a001,accounts of chemical research,university of toronto,YES,chemistry
20070,"polanyi, j",1986,location of energy barriers i effect on the dynamics of reactions a bc,1969,1966701000,10.1063/1.1672194,journal of chemical physics,university of toronto,YES,chemistry
20071,herschba.dr,1986,molecular beam reactive scattering apparatus with electron bombardment detector,1969,2038263790,10.1063/1.1683809,review of scientific instruments,harvard university,YES,chemistry
20071,herschba.dr,1986,combination rules for van der waals force constants,1970,2093135107,10.1063/1.1674404,journal of chemical physics,harvard university,YES,chemistry
20072,"lee, y",1986,crossed molecular beam study of f c2h4 c2d4,1972,1521493173,10.1063/1.1677917,journal of chemical physics,academia sinica,YES,chemistry
20072,"lee, y",1986,intermolecular potentials from crossed beam differential elastic scattering measurements iv ar ar,1972,2010311338,10.1063/1.1677399,journal of chemical physics,academia sinica,YES,chemistry
20072,"lee, y",1986,molecular beam reactive scattering apparatus with electron bombardment detector,1969,2038263790,10.1063/1.1683809,review of scientific instruments,academia sinica,YES,chemistry
20073,"karle, j",1985,a theory of phase determination for the four types of non centrosymmetric space groups 1p222 2p22 3p12 3p22,1956,2011912423,10.1107/S0365110X56001741,acta crystallographica,,YES,chemistry
20074,"hauptman, h",1985,a theory of phase determination for the four types of non centrosymmetric space groups 1p222 2p22 3p12 3p22,1956,2011912423,10.1107/S0365110X56001741,acta crystallographica,,YES,chemistry
20075,merrifie.rb,1984,solid phase peptide synthesis i the synthesis of a tetrapeptide,1963,2320556745,10.1021/ja00897a025,journal of the american chemical society,rockefeller university,YES,chemistry
20076,"taube, h",1983,rates and mechanisms of substitution in inorganic complexes in solution,1952,2060270846,10.1021/cr60155a003,chemical reviews,,YES,chemistry
20077,"klug, a",1982,reconstruction of three dimensional structures from electron micrographs,1968,2001024934,10.1038/217130a0,nature,laboratory of molecular biology,YES,chemistry
20077,"klug, a",1982,physical principles in the construction of regular viruses,1962,2078507839,10.1101/SQB.1962.027.001.005,cold spring harbor symposia on quantitative biology,birkbeck university of london,YES,chemistry
20078,"fukui, k",1981,a molecular orbital theory of reactivity in aromatic hydrocarbons,1952,2077796804,10.1063/1.1700523,journal of chemical physics,kyoto university,YES,chemistry
20079,"hoffmann, r",1981,an extended huckel theory i hydrocarbons,1963,1981458170,10.1063/1.1734456,journal of chemical physics,cornell university,YES,chemistry
20079,"hoffmann, r",1981,the conservation of orbital symmetry,1969,2008844584,10.1002/anie.196907811,angewandte chemie,cornell university,YES,chemistry
20079,"hoffmann, r",1981,selection rules for concerted cycloaddition reactions,1965,2320823423,10.1021/ja01087a034,journal of the american chemical society,cornell university,YES,chemistry
20079,"hoffmann, r",1981,stereochemistry of electrocyclic reactions,1965,2323511279,10.1021/ja01080a054,journal of the american chemical society,cornell university,YES,chemistry
20079,"hoffmann, r",1981,selection rules for sigmatropic reactions,1965,2324482439,10.1021/ja01089a050,journal of the american chemical society,cornell university,YES,chemistry
20080,"gilbert, w",1980,a new method for sequencing dna,1977,1992595091,10.1073/pnas.74.2.560,proceedings of the national academy of sciences of the united states of america,,YES,chemistry
20081,"sanger, f",1980,dna sequencing with chain terminating inhibitors,1977,2138270253,10.1073/pnas.74.12.5463,proceedings of the national academy of sciences of the united states of america,laboratory of molecular biology,YES,chemistry
20082,"berg, p",1980,labeling deoxyribonucleic acid to high specific activity in vitro by nick translation with dna polymerase i,1977,2029987769,10.1016/0022-2836(77)90052-3,journal of molecular biology,stanford university,YES,chemistry
20083,"wittig, g",1979,zur reaktionsweise des pentaphenyl phosphors und einiger derivate,1953,2146184169,10.1002/jlac.19535800107,european journal of organic chemistry,university of tubingen,YES,chemistry
20083,"wittig, g",1979,uber triphenyl phosphin methylene als olefinbildende reagenzien i mitteil,1954,2153772742,10.1002/cber.19540870919,chemische berichte,university of tubingen,YES,chemistry
20085,"mitchell, p",1978,Coupling of phosphorylation to electron and hydrogen transfer by a chemi-osmotic type of mechanism.,1961,1964126982,10.1038/191144a0,nature,,YES,chemistry
20086,"prigogine, i",1977,dynamical and statistical descriptions of n body systems,1969,2047085243,10.1016/0031-8914(69)90270-5,physica d nonlinear phenomena,,YES,chemistry
20087,"lipscomb, w",1976,theory of polyhedral molecules i physical factorizations of the secular equation,1962,1982596993,10.1063/1.1732849,journal of chemical physics,harvard university,YES,chemistry
20087,"lipscomb, w",1976,boron hydrides lcao mo and resonance studies,1962,2028808912,10.1063/1.1733113,journal of chemical physics,harvard university,YES,chemistry
20087,"lipscomb, w",1976,theory of polyhedral molecules iii population analyses and reactivities for the carboranes,1962,2080629537,10.1063/1.1732484,journal of chemical physics,harvard university,YES,chemistry
20087,"lipscomb, w",1976,coupling of phosphorylation to electron and hydrogen transfer by a chemi osmotic type of mechanism,1961,1964126982,10.1038/191144a0,nature,,YES,chemistry
20088,"prelog, v",1975,specification of molecular chirality,1966,2102110064,10.1002/anie.196603851,angewandte chemie,technische hochschule,YES,chemistry
20088,"prelog, v",1975,description of steric relationships across single bonds,1960,2009828525,10.1007/BF02158433,cellular and molecular life sciences,technische hochschule,YES,chemistry
20088,"prelog, v",1975,the specification of asymmetric configuration in organic chemistry,1956,2053032227,10.1007/BF02157171,cellular and molecular life sciences,technische hochschule,YES,chemistry
20090,"flory, p",1974,molecular size distribution in linear condensation polymers1,1936,2315929257,10.1021/ja01301a016,journal of the american chemical society,stanford university,YES,chemistry
20090,"flory, p",1974,the mechanism of vinyl polymerizations1,1937,2324076384,10.1021/ja01281a007,journal of the american chemical society,stanford university,YES,chemistry
20091,wilkinso.g,1973,the structure of iron bis cyclopentadienyl,1952,2318422058,10.1021/ja01128a527,journal of the american chemical society,imperial college london,YES,chemistry
20092,"fischer, e",1973,cyclopentadien metallkomplexe ein neuer typ metallorganischer verbindungen,1952,1972315278,10.1515/znb-1952-0701,zeitschrift fur naturforschung b,,YES,chemistry
20093,"anfinsen, c",1972,the kinetics of formation of native ribonuclease during oxidation of the reduced polypeptide chain,1961,1991498388,10.1073/pnas.47.9.1309,proceedings of the national academy of sciences of the united states of america,national institutes of health,YES,chemistry
20094,"stein, w",1972,automatic recording apparatus for use in the chromatography of amino acids,1958,2017470279,10.1021/ac60139a006,analytical chemistry,rockefeller university,YES,chemistry
20094,"stein, w",1972,chromatography of amino acids on sulfonated polystyrene resins an improved system,1958,2035178202,10.1021/ac60139a005,analytical chemistry,rockefeller university,YES,chemistry
20095,"moore, s",1972,automatic recording apparatus for use in the chromatography of amino acids,1958,2017470279,10.1021/ac60139a006,analytical chemistry,,YES,chemistry
20096,"herzberg, g.",1971,analysis of the 4050 a group of the c 3 molecule,1965,2031237286,10.1086/148262,the astrophysical journal,,YES,chemistry
20096,"herzberg, g.",1971,the lyman bands of molecular hydrogen,1959,1988837171,10.1139/p59-070,canadian journal of physics,,YES,chemistry
20096,"herzberg, g.",1971,the bakerian lecture the spectra and structures of free methyl and free methylene,1961,1982976316,10.1098/rspa.1961.0120,,,YES,chemistry
20096,"herzberg, g.",1971,the spectrum and structure of singlet ch 2,1966,2143085463,10.1098/rspa.1966.0229,,national research council,YES,chemistry
20096,"herzberg, g.",1971,absorption spectrum of free ch3 and cd3 radicals,1956,1665503681,10.1139/p56-059,canadian journal of physics,,YES,chemistry
20098,"barton, d",1969,the principles of conformational analysis,1956,2014815386,10.1039/QR9561000044,quarterly reviews chemical society,,YES,chemistry
20099,"hassel, o",1969,the structure of molecules containing cyclohexane or pyranose rings,1947,2050318825,10.3891/acta.chem.scand.01-0929,acta chemica scandinavica,,YES,chemistry
20100,"onsager, l",1968,reciprocal relations in irreversible processes ii,1931,2002116790,10.1103/PhysRev.38.2265,physical review,yale university,YES,chemistry
20101,"norrish, r",1967,chemical reactions produced by very high light intensities,1949,2035481966,10.1038/164658a0,nature,,YES,chemistry
20102,"porter, g",1967,chemical reactions produced by very high light intensities,1949,2035481966,10.1038/164658a0,nature,,YES,chemistry
20103,"eigen, m",1967,uber die kinetik sehr schnell verlaufender ionenreaktionen in wasseriger losung,1954,2330576647,10.1524/zpch.1954.1.3_4.176,zeitschrift fur physikalische chemie,,YES,chemistry
20104,"mulliken, r",1966,electronic population analysis on lcao mo molecular wave functions i,1955,1650728208,10.1063/1.1740588,journal of chemical physics,,YES,chemistry
20105,"woodward, r",1965,the total synthesis of steroids1,1952,2323851137,10.1021/ja01137a001,journal of the american chemical society,harvard university,YES,chemistry
20105,"woodward, r",1965,the mechanism of the diels alder reaction,1959,2136973601,10.1016/S0040-4039(01)82764-7,tetrahedron letters,harvard university,YES,chemistry
20105,"woodward, r",1965,cis hydroxylation of a synthetic steroid intermediate with iodine silver acetate and wet acetic acid,1958,2314340496,10.1021/ja01534a053,journal of the american chemical society,,YES,chemistry
20106,"hodgkin, d",1964,structure of vitamin b12,1956,1986091806,10.1038/178064a0,nature,university of oxford,YES,chemistry
20107,"ziegler, k",1963,polymerisation von athylen und anderen olefinen,1955,2154165252,10.1002/ange.19550671610,angewandte chemie,,YES,chemistry
20108,"natta, g",1963,crystalline high polymers of  olefins,1955,2584716243,10.1021/ja01611a109,journal of the american chemical society,polytechnic university of milan,YES,chemistry
20109,"kendrew, j",1962,a three dimensional model of the myoglobin molecule obtained by x ray analysis,1958,1985854865,10.1038/181662a0,nature,medical research council,YES,chemistry
20109,"kendrew, j",1962,structure of myoglobin a three dimensional fourier synthesis at 2 a resolution,1960,2004436328,10.1038/185422a0,nature,,YES,chemistry
20110,"perutz, m",1962,structure of haemoglobin a three dimensional fourier synthesis at 5 5 a resolution obtained by x ray analysis,1960,2088437224,10.1038/185416a0,nature,,YES,chemistry
20111,"calvin, m",1961,the path of carbon in photosynthesis vii respiration and photosynthesis,1950,1990139631,10.1093/jxb/1.1.63,journal of experimental botany,,YES,chemistry
20111,"calvin, m",1961,the path of carbon in photosynthesis xx the steady state,1952,1573693525,10.2172/915410,cellular and molecular life sciences,,YES,chemistry
20111,"calvin, m",1961,the path of carbon in photosynthesis v paper chromatography and radioautography of the products,1950,1988811508,10.1021/ja01160a080,journal of the american chemical society,,YES,chemistry
20112,"libby, w",1960,age determination by radiocarbon content world wide assay of natural radiocarbon,1949,2013668561,10.1126/science.109.2827.227,science,,YES,chemistry
20113,"heyrovsky, j",1959,the processes at the mercury dropping cathode part i the deposition of metals,1924,2160441152,10.1039/TF9241900692,transactions of the faraday society,,YES,chemistry
20113,"heyrovsky, j",1959,researches with the dropping mercury cathode part ii the polarograph,2010,2067877546,10.1002/recl.19250440606,recueil des travaux chimiques des pays bas,,YES,chemistry
20114,"sanger, f",1958,the free amino groups of insulin,1945,1918431092,10.1042/bj0390507,biochemical journal,laboratory of molecular biology,YES,chemistry
20114,"sanger, f",1958,the disulphide bonds of insulin,1955,2414829511,10.1042/bj0600541,biochemical journal,laboratory of molecular biology,YES,chemistry
20114,"sanger, f",1958,disulphide interchange reactions,1955,69257807,10.1042/bj0600535,biochemical journal,laboratory of molecular biology,YES,chemistry
20115,"todd, a",1957,studies on phosphorylation .2. the reaction of dialkyl phosphites with polyhalogen compounds in presence of bases - a new method for the phosphorylation of amines,1945,2007487132,10.1039/JR9450000660,journal of the chemical society (resumed),,YES,chemistry
20115,"todd, a",1957,studies on phosphorylation .1. dibenzyl chlorophosphonate as a phosphorylating agent,1945,1964933902,10.1039/JR9450000382,journal of the chemical society (resumed),,YES,chemistry
20116,"hinshelwood, c",1956,333 the activation energy of organic reactions part iv transmission of substituent influences in ester hydrolysis,1938,2070976790,10.1039/JR9380001801,journal of the chemical society (resumed),,YES,chemistry
20116,"hinshelwood, c",1956,further investigations on the kinetics of gaseous oxidation reactions,1930,2040558105,10.1098/rspa.1930.0156,,,YES,chemistry
20116,"hinshelwood, c",1956,227 on the factors determining the velocity of reactions in solution molecular statistics of the benzoylation of amines,1934,1988560669,10.1039/JR9340001079,journal of the chemical society (resumed),,YES,chemistry
20118,"duvigneaud, v",1955,the synthesis of an octapeptide amide with the hormonal activity of oxytocin,1953,2322067933,10.1021/ja01115a553,journal of the american chemical society,,YES,chemistry
20118,"duvigneaud, v",1955,the synthesis of oxytocin1,1954,2328863734,10.1021/ja01641a004,journal of the american chemical society,,YES,chemistry
20119,"pauling, l",1954,the structure of proteins two hydrogen bonded helical configurations of the polypeptide chain,1951,2140992384,10.1073/pnas.37.4.205,proceedings of the national academy of sciences of the united states of america,,YES,chemistry
20120,"staudinger, h",1953,uber neue organische phosphorverbindungen iv phosphinimine,1921,2076493833,10.1002/hlca.19210040192,helvetica chimica acta,,YES,chemistry
20120,"staudinger, h",1953,einwirkungen von aliphatischen diazoverbindungen auf thioketone,1920,2045842456,10.1002/hlca.19200030178,helvetica chimica acta,,YES,chemistry
20120,"staudinger, h",1953,uber neue organische phosphorverbindungen iii phosphinmethylenderivate und phosphinimine,1919,2043716459,10.1002/hlca.19190020164,helvetica chimica acta,,YES,chemistry
20121,"synge, r",1952,a new form of chromatogram employing two liquid phases a theory of chromatography 2 application to the micro determination of the higher monoamino acids in proteins,1941,1965103059,10.1016/0968-0004(77)90204-3,biochemical journal,,YES,chemistry
20122,"martin, a",1952,a new form of chromatogram employing two liquid phases a theory of chromatography 2 application to the micro determination of the higher monoamino acids in proteins,1941,1965103059,10.1016/0968-0004(77)90204-3,biochemical journal,,YES,chemistry
20123,"seaborg, g",1951,radioactive element 94 from deuterons on uranium,1946,2005101692,10.1103/PhysRev.69.366.2,physical review,university of california berkeley,YES,chemistry
20124,"mcmillan, e",1951,radioactive element 93,1940,2065744907,10.1103/PhysRev.57.1185.2,physical review,university of california berkeley,YES,chemistry
20125,"alder, k",1950,synthesen in der hydroaromatischen reihe,1928,2000547662,10.1002/jlac.19284600106,european journal of organic chemistry,massachusetts institute of technology,YES,chemistry
20126,"diels, o",1950,synthesen in der hydroaromatischen reihe,1928,2000547662,10.1002/jlac.19284600106,european journal of organic chemistry,heidelberg university,YES,chemistry
20127,"giauque, w",1949,attainment of temperatures below 1 absolute by demagnetization ofgd2 so4 3 8h2o,1933,1621230895,10.1103/PhysRev.43.768,physical review,,YES,chemistry
20128,"tiselius, a",1948,a new apparatus for electrophoretic analysis of colloidal mixtures,1937,2094419713,10.1039/TF9373300524,transactions of the faraday society,,YES,chemistry
20128,"tiselius, a",1948,an electrophoretic study of immune sera and purified antibody preparations,1939,2046577012,10.1084/jem.69.1.119,journal of experimental medicine,,YES,chemistry
20128,"tiselius, a",1948,electrophoresis of serum globulin electrophoretic analysis of normal and immune sera,1937,1462038810,10.1042/bj0311464,biochemical journal,,YES,chemistry
20129,"robinson, r",1947,lxxv a theory of the mechanism of the phytochemical synthesis of certain alkaloids,1917,2022144691,10.1039/CT9171100876,journal of the chemical society transactions,,YES,chemistry
20130,"stanley, w",1946,the inactivation of crystalline tobacco mosaic virus protein,1936,2062912582,10.1126/science.83.2165.626,science,,YES,chemistry
20131,"northrop, j",1946,a method for the determination of diffusion constants and the calculation of the radius and weight of the hemoglobin molecule,1929,2013282061,10.1085/jgp.12.4.543,the journal of general physiology,rockefeller university,YES,chemistry
20134,"hahn, o",1944,uber den nachweis und das verhalten der bei der bestrahlung des urans mittels neutronen entstehenden erdalkalimetalle,1939,2074403122,10.1007/BF01488241,naturwissenschaften,,YES,chemistry
20135,"hevesy, g",1943,the absorption and translocation of lead by plants a contribution to the application of the method of radioactive indicators in the investigation of the change of substance in plants,1923,1493302394,10.1042/bj0170439,biochemical journal,,YES,chemistry
20136,"ruzicka, l",1939,hohere terpenverbindungen ix uber die totalsynthese des d l nerolidols und des farnesols,1923,2072973533,10.1002/hlca.19230060151,helvetica chimica acta,,YES,chemistry
20136,"ruzicka, l",1939,hohere terpenverbindungen viii uber die konstitution des nerolidols peruviol,1923,1964350782,10.1002/hlca.19230060150,helvetica chimica acta,,YES,chemistry
20136,"ruzicka, l",1939,hohere terpenverbindungen xxiv ringbildungen bei sesquiterpenen totalsynthese des bisabolens und eines hexahydro cadalins,1925,1982719436,10.1002/hlca.19250080144,helvetica chimica acta,,YES,chemistry
20136,"ruzicka, l",1939,uber androstendion einen hochwirksamen mannlichen pragungsstoff ein beitrag zur genese der keimdrusenhormone,1935,2333753054,10.1515/bchm2.1935.237.1-3.75,biological chemistry,,YES,chemistry
20137,"butenandt, a",1939,zur isolierung und charakterisierung des corpus luteum hormons,1934,2152050528,10.1002/cber.19340670831,european journal of inorganic chemistry,,YES,chemistry
20137,"butenandt, a",1939,notiz uber ein isomeres allo pregnanol 3 on 20,1935,2041102817,10.1002/cber.19350680934,european journal of inorganic chemistry,,YES,chemistry
20137,"butenandt, a",1939,uber androsteron iii isolierung eines neuen physiologisch unwirksamen sterinderivates aus mannerharn seine verknupfung mit dehydro androsteron und androsteron ein beitrag zur konstitution des androsterons,1934,2324702483,10.1515/bchm2.1934.229.4-6.192,biological chemistry,,YES,chemistry
20137,"butenandt, a",1939,uber testosteron umwandlung des dehydro androsterons in androstendiol und testosteron ein weg zur darstellung des testosterons aus cholesterin,1935,2320778421,10.1515/bchm2.1935.237.1-3.89,biological chemistry,,YES,chemistry
20137,"butenandt, a",1939,uberfuhrung des pregnandiols in corpus luteum hormon,1934,2064866007,10.1002/cber.19340671126,european journal of inorganic chemistry,,YES,chemistry
20138,"kuhn, r",1938,mikro bestimmung von acetyl benzoyl und c methylgruppen,1933,2055831527,10.1002/cber.19330660922,european journal of inorganic chemistry,max planck society,YES,chemistry
20139,"haworth, w",1937,the structure of carbohydrates,1928,2080334091,10.1002/hlca.19280110166,helvetica chimica acta,university of birmingham,YES,chemistry
20139,"haworth, w",1937,lxxxiii polysaccharides part i the structure of inulin,1928,2031570059,10.1039/JR9280000619,journal of the chemical society (resumed),university of st andrews,YES,chemistry
20140,"karrer, p",1937,zur kenntnis des vitamins a aus fischtranen,1931,2163189310,10.1002/hlca.19310140511,helvetica chimica acta,,YES,chemistry
20141,"debye, p",1936,zur theorie der spezifischen warmen,1912,1972128701,10.1002/andp.19123441404,annalen der physik,cornell university,YES,chemistry
20142,"joliot, f",1935,artificial production of a new kind of radio element,1934,1973083520,10.1038/133201a0,nature,,YES,chemistry
20143,"curie, i",1935,. Production artificielle d'lments radioactifs - II. Preuve chimique de la transmutation des lments,1934,2090325778,10.1051/jphysrad:0193400504015300,journal de physique et le radium,,YES,chemistry
20144,"urey, h",1934,a hydrogen isotope of mass 2,1932,2035264337,10.1103/PhysRev.39.164,physical review,university of california san diego,YES,chemistry
20145,"langmuir, i",1932,the adsorption of gases on plane surfaces of glass mica and platinum,1918,1986113254,10.1021/ja02242a004,journal of the american chemical society,general electric,YES,chemistry
20145,"langmuir, i",1932,the constitution and fundamental properties of solids and liquids ii liquids 1,1917,2746503605,10.1021/ja02254a006,journal of the american chemical society,general electric,YES,chemistry
